episode,task,r_gt_error_type,r_error_type,Loc,Exp,r_gt_failure_reason,r_pred_failure_reason,r_gt_failure_step,r_pred_failure_step,rp_task_plan,rp_llm_plan,gt_plan,taxonomy_code,notes
toastBread-4,toastBread,execution,execution,True,True,The robot failed to execute the slice bread action.,"At 00:31, the robot attempted to slice the bread but failed because the visual observation still indicated that the bread was ""not sliced"" despite the action being executed. This suggests the robot either could not successfully cut through the bread or failed to update its internal state to reflect that the slicing task was completed.",00:31,['00:31'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, Knife)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, Bread)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']",[],RSN-PLAN,
toastBread-3,toastBread,planning,execution,True,True,"The robot cannot put bread slice inside the toaster due to a cellphone on top of the toaster, blocking the slots.","At 00:47, the robot failed to place the bread slice into the toaster because a cellphone was already sitting on top of the toaster, causing the bread to be placed on the phone instead. This obstruction prevented the bread from entering the toaster slots as intended.",00:47,['00:47'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, CellPhone)', '(put_in, CellPhone, Sink)', '(pick_up, BreadSliced)', '(put_in, BreadSliced, Toaster)', '(toggle_off, Toaster)']",[],EXEC-SIM,
toastBread-6,toastBread,execution,execution,True,True,The robot never picked up a knife and thus cannot slice the bread.,"At 00:28, the robot attempted to slice the bread but failed because its gripper was empty, as indicated by the observation ""nothing is inside robot gripper."" This suggests the robot did not successfully grasp the bread before attempting the slicing action.","['00:01', '00:02', '00:03', '00:04', '00:05', '00:06', '00:07', '00:08', '00:09', '00:10', '00:11', '00:12', '00:13', '00:14', '00:15', '00:16', '00:17', '00:18', '00:19', '00:20', '00:21', '00:22', '00:23', '00:24', '00:25', '00:26', '00:27', '00:28']",['00:28'],"['(navigate_to_obj, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, Bread)', '(slice_obj, Bread)', '(pick_up, Bread)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']",[],RSN-PLAN,
toastBread-7,toastBread,execution,execution,False,False,"The robot never sliced the bread, and the unsliced bread cannot be put inside the toaster.","At 00:29, the robot attempted to place the bread into the toaster, but the action failed because the toaster was turned off and the bread remained sitting on top of the appliance rather than being inserted. The failure was caused by the robot's inability to successfully insert the bread into the inactive toaster, leaving the bread outside and the gripper empty.","['00:01', '00:02', '00:03', '00:04', '00:05', '00:06', '00:07', '00:08', '00:09', '00:10', '00:11', '00:12', '00:13', '00:14', '00:15', '00:16', '00:17', '00:18', '00:19', '00:20', '00:21']",['00:29'],"['(navigate_to_obj, Bread)', '(pick_up, Bread)', '(navigate_to_obj, Toaster)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']","['(pick_up, Bread)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']",[],RSN-DIAG,
toastBread-8,toastBread,execution,execution,True,True,"The robot did not put the knife down after slicing the bread. As a result, the gripper was occupied by the knife and it could not pick up the bread slice.","At 00:50, the robot failed to successfully pick up the bread slice because it was still holding the knife in its gripper, preventing it from grasping the bread. The failure was caused by the robot not releasing the knife after slicing the bread, leaving the gripper occupied when attempting to retrieve the bread slice.","['00:33', '00:34', '00:35', '00:36', '00:37', '00:38', '00:39', '00:40', '00:41', '00:42', '00:43', '00:44', '00:45', '00:46', '00:47', '00:48', '00:49', '00:50']",['00:50'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, Knife)', '(put_in, Knife, Sink)', '(pick_up, BreadSliced)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",[],EXEC-SIM,
toastBread-9,toastBread,execution,planning,True,True,"The robot toggled on the toaster before trying to put the bread slice inside the toaster. As a result, the bread slice ended up on top of the toaster instead of inside it.","The robot plan failed because the goal to put the bread slice in the toaster was executed after the toaster was already turned on, but the final observation shows the bread slice is sitting on top of the toaster rather than inside it. This indicates that the action to insert the bread into the toaster was either not performed or not completed successfully, leaving the task condition unmet.","['00:47', '00:48', '00:49', '00:50']",['00:50'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(toggle_on, Toaster)', '(put_in, BreadSliced, Toaster)']","['(pick_up, BreadSliced)', '(put_in, BreadSliced, Toaster)', '(toggle_off, Toaster)']",[],CTX-AFFORD,
warmWater-1,warmWater,planning,execution,True,True,Wrong order of toggle on microwave and close microwave,"At 01:04, the robot attempted to turn on the microwave to heat the water, but the action failed because the microwave remained in the ""turned off"" state despite the toggle command. This failure occurred because the robot had previously placed the mug inside the open microwave at 01:01, but the appliance was never successfully activated or closed to begin the heating process.","['01:04', '01:07']","['01:04', '01:01']","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(toggle_on, Microwave)', '(close_obj, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(toggle_on, Microwave)', '(close_obj, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],RSN-PLAN,
warmWater-10,warmWater,execution,execution,True,True,"Failed to successfully execute (toggle_on, Faucet)","At 00:21, the robot attempted to turn on the faucet to fill the mug with water, but the visual observation still showed the faucet as ""turned off,"" indicating the action failed. This failure occurred because the robot's command to toggle the faucet did not successfully change the faucet's state from off to on.",['00:21'],['00:21'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(pick_up, Mug)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Mug, Sink)', '(pick_up, Mug)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],RSN-PLAN,
warmWater-2,warmWater,planning,execution,True,False,Wrong order of filling water and microwaving,"At 00:53, the robot failed to complete the task because it filled the mug with cold tap water instead of warm water, as the microwave was turned off and never successfully heated the contents. The failure was caused by the robot's inability to heat the water, likely due to the microwave being turned off immediately after closing (00:30) and the subsequent auditory observation of an object dropping or cracking (00:07, 00:33) suggesting a malfunction or inability to operate the appliance correctly.","['00:21', '01:25']","['00:53', '00:30', '00:07', '00:33']","['(navigate_to_obj, Microwave)', '(open_obj, Microwave)', '(navigate_to_obj, Mug)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],RSN-PLAN,
warmWater-4,warmWater,planning,execution,False,False,Wrong Plan: serves glass instead of the mug with water,"At 01:10, the robot failed to heat the water because it immediately turned off the microwave after only a few seconds, likely due to a misinterpretation of the ""Auditory observation: microwave turns on"" as a malfunction or error signal. This premature shutdown prevented the water from reaching the desired warm temperature before the robot proceeded to serve it.","['01:40', '01:58']",['01:10'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']","['(pick_up, Cup)', '(put_on, Cup, DiningTable)']",[],PER-AUDIO,
warmWater-6,warmWater,planning,execution,False,False,Wrong perception: glass and mug,"At 00:26, the robot prematurely turned off the faucet immediately after filling the mug, causing the water to run down the drain instead of being retained in the mug. This failure occurred because the robot did not allow sufficient time for the mug to fill with warm water before stopping the flow.",['00:59'],['00:26'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(pick_up, Mug)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],PER-AUDIO,
warmWater-7,warmWater,execution,execution,False,False,Wrong Plan: puts cup inside microwave instead of mug filled with water,"At 00:26, the robot prematurely turned off the faucet immediately after filling the mug, causing the water to run down the drain instead of heating up. This action failed because the robot did not wait for the water to reach the desired warm temperature or transfer the mug to the microwave/stove as required by the task.","['01:21', '01:51']",['00:26'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(toggle_on, Microwave)', '(toggle_off, Microwave)', '(pick_up, Cup)', '(put_on, Cup, DiningTable)']",[],RSN-DIAG,
warmWater-5,warmWater,planning,execution,True,True,Microwave already occupied,"At 01:35, the robot attempted to place the cup inside the microwave while a bowl was already present inside, causing a collision or drop. The failure was caused by the robot's inability to recognize or avoid the existing bowl, leading to a physical interaction that likely resulted in the cup breaking or spilling.",['01:35'],['01:35'],"['(navigate_to_obj, Cup)', '(pick_up, Cup)', '(navigate_to_obj, Sink)', '(put_in, Cup, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Cup)', '(navigate_to_obj, Microwave)', '(put_on, Cup, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']","['(pick_up, Cup)', '(put_in, Cup, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Cup, Sink)', '(pick_up, Cup)', '(put_on, Cup, CounterTop)', '(open_obj, Microwave)', '(pick_up, Bowl)', '(put_in, Bowl, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Bowl, Sink)', '(pick_up, Bowl)', '(put_on, Bowl, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_on, Cup, DiningTable)']",[],RSN-PLAN,
warmWater-8,warmWater,execution,execution,False,False,Missing step to pour wine out of the mug,"At 00:26, the robot incorrectly turned off the faucet immediately after turning it on, causing the water flow to stop while the mug remained in the sink. This failure occurred because the robot failed to proceed with filling the mug with warm water as required by the task, instead reverting to the initial state with the faucet off.",['00:20'],['00:26'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(pick_up, Mug)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(pour, Mug, Sink)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],RSN-DIAG,
waterPlant-1,waterPlant,execution,planning,True,True,Incomplete Plan - Pot is filled with wine already,"The robot plan failed because the robot picked up the wrong container; it filled the pot with water but poured it into the house plant, which was already filled with wine instead of being empty and ready to receive water. Consequently, the house plant ended up containing wine rather than water, violating the task requirement.","['00:25', '00:39']",['00:39'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(pick_up, Pot)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],TR-EMBED,
waterPlant-10,waterPlant,execution,execution,False,False,"Failed to successfully execute (pick_up, Pot)","At 00:31, the robot prematurely turned off the faucet while the pot was still filling, causing water to continue running into the sink instead of filling the pot. This failure occurred because the robot likely misinterpreted the ""filled"" status or failed to detect the rising water level, leading to unnecessary water waste.",['00:32'],['00:31'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(toggle_on, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],RSN-DIAG,
waterPlant-2,waterPlant,execution,execution,True,False,Wrong Plan - pot is put on countertop instead of inside sink,"At 00:29, the robot failed to water the plant because it turned off the faucet while the pot remained empty and on the countertop instead of being positioned under the running water. This action was likely triggered by a misinterpretation of the auditory observation, which incorrectly indicated that water was still running despite the faucet having been turned on at 00:26.","['00:23', '00:37']","['00:29', '00:26']","['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_on, Pot, CounterTop)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],PER-AUDIO,
waterPlant-3,waterPlant,execution,execution,False,True,"Wrong Plan - wrong step: (pour, Pot, Sink)","At 00:43, the robot attempted to water the house plant but failed because the pot was empty, as the water had been poured into the sink at 00:38 instead of being retained for the plant. This error occurred because the robot misinterpreted the task, treating the plant watering as a disposal action rather than a transfer of water.",['00:38'],"['00:43', '00:38']","['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, Pot, Sink)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(toggle_on, Faucet)', '(pick_up, Pot)', '(pour, Pot, Sink)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],TR-EMBED,
waterPlant-4,waterPlant,execution,execution,False,False,Wrong order - faucet is turned on and off before pot is put in the sink,"At 00:39, the robot attempted to water the house plant but failed because the pot it was holding was empty and clean, having been filled with water only briefly and then turned off at 00:28. Consequently, no liquid was poured into the house plant, leaving it unwatered.","['00:28', '00:31']","['00:39', '00:28']","['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(put_in, Pot, Sink)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(pick_up, Pot)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Pot, Sink)', '(pick_up, Pot)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],RSN-DIAG,
warmWater-9,warmWater,execution,execution,False,False,Wrong Plan: Pours water from mug after microwaving and before serving,"At 00:26, the robot prematurely turned off the faucet immediately after filling the mug, causing the water to run down the drain instead of heating up. This action failed because the robot did not wait for the water to reach the desired warm temperature or transfer the mug to the microwave/stove as required by the task.",['01:29'],['00:26'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(pour, Mug, Sink)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","['(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_on, Mug, DiningTable)']",[],RSN-DIAG,
waterPlant-6,waterPlant,planning,execution,False,False,Ambiguous plan - some container,"At 00:31, the robot failed to complete the watering task because it turned off the faucet while water was still running, leaving the plant pot in the sink without water. This error occurred despite the visual observation showing the pot was filled, indicating a mismatch between the robot's action (stopping the flow) and the actual state of the water supply.",['00:44'],['00:31'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Container)', '(navigate_to_obj, HousePlant)', '(pour, Bowl, HousePlant)']","['(pick_up, Pot)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, HousePlant, Pot)']",[],PER-AUDIO,
waterPlant-8,waterPlant,execution,execution,True,True,"Failed to successfully execute (toggle_on, Faucet)","At 00:26, the robot attempted to turn on the faucet to water the plant, but the action failed because the visual observation still reported the faucet as ""turned off."" This indicates that the robot's control command did not successfully change the faucet's state, preventing water flow for the task.",['00:26'],['00:26'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],TR-EMBED,
waterPlant-7,waterPlant,planning,execution,True,True,Pan is blocking the pot,"At 00:16, the robot failed to water the plant because it attempted to pick up the pot while a pan was still resting on top of it, and the robot's gripper remained empty, indicating it could not grasp the pot due to the obstruction.",['00:16'],['00:16'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(pick_up, Pan)', '(put_in, Pan, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Pot, Sink)', '(pick_up, Pot)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pour, Pot, Sink)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],TR-EMBED,
waterPlant-9,waterPlant,execution,execution,False,False,Dropped Pot,"At 00:31, the robot failed to complete the watering task because it turned off the faucet while water was still running, leaving the plant pot in the sink without water. This error occurred despite the visual observation showing the pot was filled, indicating a mismatch between the robot's action (stopping the flow) and the actual state of the water supply.",['00:36'],['00:31'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","['(pick_up, Pot)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(pour, HousePlant, Pot)']",[],CTX-HIDDEN,Drop/crack cue in L1 but absent from L2 — LLM never saw it.
