episode,task,r_gt_error_type,r_error_type,Loc,Exp,r_gt_failure_reason,r_pred_failure_reason,r_gt_failure_step,r_pred_failure_step,rp_task_plan,rp_llm_plan,gt_plan,taxonomy_code,notes
toastBread-6,toastBread,execution,execution,True,True,The robot never picked up a knife and thus cannot slice the bread.,"At 00:28, the robot attempted to slice the bread, but the bread remained unsliced because the gripper was empty. The failure was caused by not picking up the knife first, even though the knife was observed at 00:20.","['00:01', '00:02', '00:03', '00:04', '00:05', '00:06', '00:07', '00:08', '00:09', '00:10', '00:11', '00:12', '00:13', '00:14', '00:15', '00:16', '00:17', '00:18', '00:19', '00:20', '00:21', '00:22', '00:23', '00:24', '00:25', '00:26', '00:27', '00:28']","['00:28', '00:20']","['(navigate_to_obj, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'Knife', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Bread', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Bread', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bread', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",RSN-PLAN,
toastBread-8,toastBread,execution,execution,True,True,"The robot did not put the knife down after slicing the bread. As a result, the gripper was occupied by the knife and it could not pick up the bread slice.","At 00:50, the robot failed to pick up the bread slice because its gripper was still occupied holding the knife from 00:23 onward. Since it never put the knife down after slicing at 00:33, the gripper was not free to grasp the bread slice.","['00:33', '00:34', '00:35', '00:36', '00:37', '00:38', '00:39', '00:40', '00:41', '00:42', '00:43', '00:44', '00:45', '00:46', '00:47', '00:48', '00:49', '00:50']","['00:50', '00:23', '00:33']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'BreadSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'BreadSliced', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",CTX-AFFORD,
toastBread-9,toastBread,execution,execution,True,True,"The robot toggled on the toaster before trying to put the bread slice inside the toaster. As a result, the bread slice ended up on top of the toaster instead of inside it.","At 00:50, the robot failed to insert the bread slice into the toaster; the slice ended up on top of the toaster instead of inside it. This likely happened because the robot turned the toaster on at 00:47 before properly positioning/aliging the bread for insertion, leading to a misplacement during the “put bread slice in toaster” action.","['00:47', '00:48', '00:49', '00:50']","['00:50', '00:47']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(toggle_on, Toaster)', '(put_in, BreadSliced, Toaster)']","[{'action': 'pick_up', 'obj1': 'BreadSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'BreadSliced', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(toggle_on, Toaster)', '(put_in, BreadSliced, Toaster)']",RSN-PLAN,
warmWater-1,warmWater,planning,execution,True,True,Wrong order of toggle on microwave and close microwave,"At 01:04, the robot tried to turn on the microwave while its door was still open, so the microwave remained open and off instead of heating the water. The failure was caused by not closing the microwave after placing the mug inside at 01:01.","['01:04', '01:07']","['01:04', '01:01']","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(toggle_on, Microwave)', '(close_obj, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(toggle_on, Microwave)', '(close_obj, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",EXEC-SIM,
warmWater-10,warmWater,execution,execution,True,True,"Failed to successfully execute (toggle_on, Faucet)","At 00:21, the robot attempted to turn on the faucet, but the observation still shows the faucet as turned off, so the toggle action failed. The likely cause is that the sink area was cluttered and the robot was not properly aligned or able to reach/manipulate the faucet handle after placing the mug in the sink at 00:20.",['00:21'],"['00:21', '00:20']","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Sink'}, {'action': 'toggle_on', 'obj1': 'Faucet', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Faucet', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",EXEC-SIM,
warmWater-2,warmWater,planning,planning,True,True,Wrong order of filling water and microwaving,"The plan heated the mug first but then put it in the sink and ran the faucet, which likely replaced or cooled the warmed water. So although the mug ended up on the dining table filled with water, the final state does not guarantee it was still warm.","['00:21', '01:25']",['00:47'],"['(navigate_to_obj, Microwave)', '(open_obj, Microwave)', '(navigate_to_obj, Mug)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Microwave)', '(open_obj, Microwave)', '(navigate_to_obj, Mug)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",EXEC-SIM,
warmWater-3,warmWater,planning,planning,True,True,Incomplete Plan: missed steps for serving the mug,"The robot heated the water, but it never completed the serving step: the mug was left inside the microwave instead of being placed on the dining table. Since success requires a mug of warm water on the dining table, the plan was missing the final retrieval and delivery actions.",['01:10'],['01:10'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)']","[{'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)']",EXEC-SIM,
warmWater-4,warmWater,planning,planning,True,True,Wrong Plan: serves glass instead of the mug with water,"The plan heated the water in the mug but never took the mug back out of the microwave and placed it on the dining table. Instead, it moved the cup to the dining table, so the success condition—a mug of warm water on the dining table—was not met.","['01:40', '01:58']",['01:40'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']","[{'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']",EXEC-SIM,
warmWater-6,warmWater,planning,execution,True,True,Wrong perception: glass and mug,"At 00:59, the robot tried to pick up the mug but grasped the cup instead, leaving the mug still on the first countertop (“mug is inside cup,” while “cup is inside robot gripper”). The failure was caused by the mug being set down away from the microwave at 00:46 and likely becoming nested/misaligned after the disturbance heard at 00:52, leading to an incorrect object pickup.",['00:59'],"['00:59', '00:46', '00:52']","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",CTX-HIDDEN,
warmWater-5,warmWater,planning,execution,True,True,Microwave already occupied,"At 01:35, the robot failed to place the cup into the microwave because the microwave was already occupied by a bowl, leaving no clear space for the cup. The likely cause is that after opening the microwave at 01:11 and seeing the bowl inside, the robot did not remove the bowl before attempting the placement.",['01:35'],"['01:35', '01:11']","['(navigate_to_obj, Cup)', '(pick_up, Cup)', '(navigate_to_obj, Sink)', '(put_in, Cup, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Cup)', '(navigate_to_obj, Microwave)', '(put_on, Cup, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_on', 'obj1': 'Bowl', 'obj2': 'CounterTop'}, {'action': 'pick_up', 'obj1': 'Cup', 'obj2': None}, {'action': 'put_in', 'obj1': 'Cup', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Cup', 'obj2': None}, {'action': 'put_on', 'obj1': 'Cup', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Cup)', '(pick_up, Cup)', '(navigate_to_obj, Sink)', '(put_in, Cup, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Cup)', '(navigate_to_obj, Microwave)', '(put_on, Cup, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Cup)', '(navigate_to_obj, DiningTable)', '(put_on, Cup, DiningTable)']",EXEC-SIM,
warmWater-7,warmWater,execution,planning,True,True,Wrong Plan: puts cup inside microwave instead of mug filled with water,"The plan heated the wrong object: it put the **cup** in the microwave, while the **mug** was only filled at the sink and then placed on the dining table. As a result, the dining table ended with a mug of water, but not **warm** water, so the goal was not satisfied.","['01:21', '01:51']",['01:21'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Cup)', '(put_in, Cup, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",CTX-HIDDEN,
waterPlant-1,waterPlant,execution,planning,True,True,Incomplete Plan - Pot is filled with wine already,"The plan filled the pot incorrectly: after placing the pot in the sink, it turned the faucet on and then off without actually filling the pot with water, and the final state shows the plant ended up filled with wine instead of water. So the robot failed because it poured the wrong liquid into the house plant, which does not satisfy the goal.","['00:25', '00:39']",['00:39'],"['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']","[{'action': 'put_in', 'obj1': 'Pot', 'obj2': 'Sink'}, {'action': 'toggle_on', 'obj1': 'Faucet', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Faucet', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Pot', 'obj2': None}, {'action': 'pour', 'obj1': 'Pot', 'obj2': 'HousePlant'}]","['(navigate_to_obj, Pot)', '(pick_up, Pot)', '(navigate_to_obj, Sink)', '(put_in, Pot, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Pot)', '(navigate_to_obj, HousePlant)', '(pour, Pot, HousePlant)']",EXEC-SIM,
warmWater-8,warmWater,execution,planning,True,True,Missing step to pour wine out of the mug,"The plan never ensured the mug contained water: the final state shows the mug was still filled with wine, so turning the faucet on/off and microwaving it did not achieve “warm water.” In short, the robot heated and served the wrong liquid instead of first emptying/rinsing the mug and filling it with water.",['00:20'],['00:20'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'pour', 'obj1': 'Mug', 'obj2': 'Sink'}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Sink'}, {'action': 'toggle_on', 'obj1': 'Faucet', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Faucet', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'CounterTop'}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",EXEC-SIM,
warmWater-9,warmWater,execution,planning,True,True,Wrong Plan: Pours water from mug after microwaving and before serving,"The plan emptied the mug at the end by pouring its contents into the sink, so the mug placed on the dining table was empty instead of containing warm water. Although it appears to have heated water in the microwave, the robot undid the task goal by discarding the water before serving it.",['01:29'],['01:29'],"['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(pour, Mug, Sink)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Sink'}, {'action': 'toggle_on', 'obj1': 'Faucet', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Faucet', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'Microwave'}, {'action': 'close_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Microwave', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Microwave', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Microwave', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'DiningTable'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_in, Mug, Sink)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(navigate_to_obj, Microwave)', '(put_on, Mug, CounterTop)', '(open_obj, Microwave)', '(pick_up, Mug)', '(put_in, Mug, Microwave)', '(close_obj, Microwave)', '(toggle_on, Microwave)', '(toggle_off, Microwave)', '(open_obj, Microwave)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(pour, Mug, Sink)', '(navigate_to_obj, DiningTable)', '(put_on, Mug, DiningTable)']",EXEC-SIM,
