model,qid,category,n_options,answer,predicted,max_prob,norm_entropy,confidence,correct,score_status,solvability,difficulty
gpt-5.4,5728,other,10,D,D,0.9999198945660335,0.00043936689978862437,0.9995606331002114,1,available,5,easy
gpt-5.4,5729,other,10,E,E,0.972974742254318,0.06979967175186808,0.9302003282481319,1,available,1,hard
gpt-5.4,5733,other,10,J,J,0.9999847413273524,9.468032198596108e-05,0.999905319678014,1,available,4,easy
gpt-5.4,5736,other,6,F,F,0.9999999999989999,1.6877208568953687e-11,0.9999999999831228,1,available,1,hard
gpt-5.4,5738,other,8,F,F,0.9999999999990001,1.4703650177971003e-11,0.9999999999852963,1,available,1,hard
gpt-5.4,5756,other,10,G,G,0.9990467802864188,0.0042028762330521725,0.9957971237669478,1,available,4,easy
gpt-5.4,5760,other,10,F,F,0.9999999999989999,1.338833680350299e-11,0.9999999999866117,1,available,0,hard
gpt-5.4,5781,other,4,C,C,0.9999656683139551,0.0003065430335219945,0.999693456966478,1,available,0,hard
gpt-5.4,5785,other,10,H,H,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,5793,other,10,C,C,0.9994965867159467,0.0023592478592486562,0.9976407521407513,1,available,5,easy
gpt-5.4,5822,other,10,J,B,0.9525737005470133,0.08289500638447682,0.9171049936155232,0,available,2,medium
gpt-5.4,5834,other,7,F,F,0.9999999999990001,1.5633370719970055e-11,0.9999999999843666,1,available,0,hard
gpt-5.4,5840,other,10,C,I,0.9706170232972706,0.05787075584070784,0.9421292441592921,0,available,2,medium
gpt-5.4,5844,other,10,A,A,0.5851245001963742,0.4024110750791823,0.5975889249208177,1,available,1,hard
gpt-5.4,5848,other,10,J,E,0.6304443354602796,0.37777867863691095,0.622221321363089,0,available,0,hard
gpt-5.4,5854,other,8,A,A,0.9999580392104566,0.0002628230605796572,0.9997371769394203,1,available,1,hard
gpt-5.4,5868,other,4,C,C,0.9999999999990001,2.1444927345421308e-11,0.999999999978555,1,available,2,medium
gpt-5.4,5871,other,10,G,G,0.9999656683139551,0.0002009376732262986,0.9997990623267737,1,available,1,hard
gpt-5.4,5889,other,10,E,E,0.9999771120783387,0.00013798957827451265,0.9998620104217255,1,available,3,medium
gpt-5.4,5901,other,4,A,A,0.9999999999990001,2.144430936540805e-11,0.9999999999785557,1,available,4,easy
gpt-5.4,5904,other,10,C,C,0.9999351522491906,0.0003616317823807432,0.9996383682176193,1,available,1,hard
gpt-5.4,5906,other,10,J,I,0.6091903233764028,0.34151207296759667,0.6584879270324033,0,available,0,hard
gpt-5.4,5916,other,8,G,G,0.9999999999990001,1.4704017132121828e-11,0.999999999985296,1,available,1,hard
gpt-5.4,5917,other,10,C,C,0.9837756342771513,0.051509554003221616,0.9484904459967783,1,available,3,medium
gpt-5.4,5922,other,8,H,H,0.9999580392104566,0.0002628230605796572,0.9997371769394203,1,available,0,hard
gpt-5.4,5941,other,8,E,E,0.9999656683139551,0.00021835095329229755,0.9997816490467077,1,available,1,hard
gpt-5.4,5942,other,9,G,G,0.9999999999989999,1.3976725124664277e-11,0.9999999999860233,1,available,0,hard
gpt-5.4,5947,other,9,H,H,0.9999580392104566,0.00025128440608173367,0.9997487155939183,1,available,2,medium
gpt-5.4,5955,other,10,C,F,0.5457081723742839,0.3514967160094231,0.6485032839905769,0,available,1,hard
gpt-5.4,5957,other,10,A,C,0.7764573135156764,0.3503427764488648,0.6496572235511352,0,available,1,hard
gpt-5.4,5969,other,10,H,H,0.9997520754161148,0.0012381759219139978,0.998761824078086,1,available,1,hard
gpt-5.4,5977,other,8,B,B,0.9999999999990001,1.4703807442877785e-11,0.9999999999852962,1,available,3,medium
gpt-5.4,5979,other,10,J,J,0.9999389667063572,0.0003419669156192318,0.9996580330843807,1,available,2,medium
gpt-5.4,5991,other,10,B,B,0.9998664945083544,0.0007026405866259909,0.999297359413374,1,available,1,hard
gpt-5.4,6002,health,4,C,A,0.9461202634765988,0.16941479628871922,0.8305852037112808,0,available,0,hard
gpt-5.4,6007,health,8,D,D,0.9999999999990001,1.4703650177971003e-11,0.9999999999852963,1,available,0,hard
gpt-5.4,6026,health,6,A,A,0.9999999999989999,1.6877204890908425e-11,0.9999999999831228,1,available,3,medium
gpt-5.4,6048,health,4,A,A,0.9999999999990001,2.144453826848952e-11,0.9999999999785555,1,available,5,easy
gpt-5.4,6075,health,8,F,F,0.9996681764035219,0.0017483903066738515,0.9982516096933262,1,available,2,medium
gpt-5.4,6080,health,10,H,H,0.9999999999990001,1.3387762790227864e-11,0.9999999999866123,1,available,0,hard
gpt-5.4,6086,health,9,A,A,0.9999275233785103,0.00041600204377144963,0.9995839979562285,1,available,2,medium
gpt-5.4,6088,health,10,A,A,0.9988486247674633,0.004982081220951306,0.9950179187790487,1,available,4,easy
gpt-5.4,6092,health,10,G,A,0.9947837024262878,0.019144020504671504,0.9808559794953285,0,available,0,hard
gpt-5.4,6105,health,10,J,J,0.9996414827397089,0.0017330541741021933,0.9982669458258978,1,available,3,medium
gpt-5.4,6115,health,8,B,B,0.9626731126549077,0.076632957643876,0.923367042356124,1,available,2,medium
gpt-5.4,6119,health,10,G,G,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,2,medium
gpt-5.4,6122,health,10,J,J,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,6132,health,10,C,C,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,2,medium
gpt-5.4,6134,health,10,E,E,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,4,easy
gpt-5.4,6142,health,10,A,F,0.9999351522491906,0.0003616317823807432,0.9996383682176193,0,available,3,medium
gpt-5.4,6157,health,10,E,E,0.9988333836632735,0.005041363936484064,0.994958636063516,1,available,0,hard
gpt-5.4,6162,health,10,A,A,0.9999771120783387,0.00013798957827451265,0.9998620104217255,1,available,5,easy
gpt-5.4,6164,health,10,A,A,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,5,easy
gpt-5.4,6169,health,10,I,F,0.6791422027652374,0.27280079379887157,0.7271992062011284,0,available,0,hard
gpt-5.4,6182,health,10,J,J,0.9999999999990001,1.3387762790227864e-11,0.9999999999866123,1,available,0,hard
gpt-5.4,6201,health,10,F,D,0.8519099028141526,0.1823771982826205,0.8176228017173794,0,available,0,hard
gpt-5.4,6212,health,10,J,J,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,6214,health,10,G,H,0.9999809266955697,0.00011650178256744498,0.9998834982174326,0,available,0,hard
gpt-5.4,6217,health,9,G,G,0.9999961853100103,2.7007555091902918e-05,0.9999729924449081,1,available,5,easy
gpt-5.4,6219,health,10,I,I,0.9999999999990001,1.3388097094751227e-11,0.9999999999866119,1,available,4,easy
gpt-5.4,6242,health,4,B,B,0.9999771120783387,0.00021105747965967958,0.9997889425203403,1,available,3,medium
gpt-5.4,6243,health,10,H,H,0.9999351522491906,0.0003616317823807432,0.9996383682176193,1,available,1,hard
gpt-5.4,6244,health,10,I,I,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,0,hard
gpt-5.4,6258,health,4,B,B,0.9999771120783387,0.00021105747965967958,0.9997889425203403,1,available,0,hard
gpt-5.4,6262,health,10,J,J,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,4,easy
gpt-5.4,6272,health,10,H,A,0.9648176177776605,0.07862388067900944,0.9213761193209906,0,available,0,hard
gpt-5.4,6275,health,10,A,C,0.9676852900469546,0.08481173054745839,0.9151882694525416,0,available,4,easy
gpt-5.4,6282,health,10,E,E,0.9999885559736865,7.244017911991883e-05,0.9999275598208801,1,available,0,hard
gpt-5.4,6295,health,8,C,C,0.9999999999990001,1.4703807442877785e-11,0.9999999999852962,1,available,4,easy
gpt-5.4,6312,health,10,F,F,0.9988181427916423,0.005100559171245493,0.9948994408287545,1,available,0,hard
gpt-5.4,6313,health,10,H,H,0.9999465956643434,0.0003023192139971766,0.9996976807860029,1,available,4,easy
gpt-5.4,6315,health,10,D,D,0.9998817513766851,0.000628576006664492,0.9993714239933356,1,available,4,easy
gpt-5.4,6317,health,9,G,G,0.9999809266955697,0.0001210658022375836,0.9998789341977624,1,available,1,hard
gpt-5.4,6326,health,7,G,C,0.8335574838817322,0.2864369263472031,0.7135630736527969,0,available,0,hard
gpt-5.4,6328,health,10,J,J,0.9999961853100103,2.596688816004451e-05,0.99997403311184,1,available,5,easy
gpt-5.4,6333,health,7,C,C,0.9998130973024703,0.001092709787198022,0.998907290212802,1,available,5,easy
gpt-5.4,6335,health,10,D,D,0.9864437382569812,0.04410448350251523,0.9558955164974847,1,available,0,hard
gpt-5.4,6340,health,10,F,F,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,4,easy
gpt-5.4,6349,health,10,E,E,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,2,medium
gpt-5.4,6356,health,10,A,A,0.9999923706345726,4.9637009423203814e-05,0.9999503629905768,1,available,5,easy
gpt-5.4,6380,health,10,D,D,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,4,easy
gpt-5.4,6382,health,7,A,A,0.9999999999989999,1.5634036652753856e-11,0.999999999984366,1,available,3,medium
gpt-5.4,6386,health,10,H,H,0.9999389667063572,0.00034196691561927997,0.9996580330843807,1,available,0,hard
gpt-5.4,6406,health,10,G,G,0.9674453770740878,0.07002009811082664,0.9299799018891733,1,available,0,hard
gpt-5.4,6411,health,8,C,C,0.7233072341309779,0.3144026206472938,0.6855973793527061,1,available,1,hard
gpt-5.4,6418,health,10,H,H,0.5435599222720703,0.3705572210204507,0.6294427789795494,1,available,1,hard
gpt-5.4,6422,health,10,I,I,0.9966410908111377,0.012970792385315764,0.9870292076146843,1,available,0,hard
gpt-5.4,6425,health,10,B,B,0.9999999999989999,1.3388384562523091e-11,0.9999999999866116,1,available,3,medium
gpt-5.4,6429,health,10,G,I,0.9948140612788811,0.019045782849278218,0.9809542171507217,0,available,1,hard
gpt-5.4,6443,health,4,B,B,0.9999961853100103,4.0106997364995305e-05,0.999959893002635,1,available,3,medium
gpt-5.4,6453,health,10,J,J,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,2,medium
gpt-5.4,6457,health,10,E,C,0.9999771120783387,0.00013798957827451265,0.9998620104217255,0,available,2,medium
gpt-5.4,6474,health,10,D,D,0.9987800416299873,0.005248171804400847,0.9947518281955992,1,available,0,hard
gpt-5.4,6490,health,9,D,D,0.9963749944573399,0.014349275624191154,0.9856507243758088,1,available,0,hard
gpt-5.4,6492,health,9,F,F,0.9999961853100103,2.7007555091902918e-05,0.9999729924449081,1,available,2,medium
gpt-5.4,6499,health,10,A,A,0.9999847413273524,9.468032198596108e-05,0.999905319678014,1,available,0,hard
gpt-5.4,6501,health,10,B,B,0.9769170076479149,0.0480846272193336,0.9519153727806664,1,available,1,hard
gpt-5.4,6515,health,10,B,B,0.9999999999989999,1.3388432321719055e-11,0.9999999999866116,1,available,2,medium
gpt-5.4,6519,health,4,C,B,0.9999656683139551,0.00030654303352191435,0.999693456966478,0,available,0,hard
gpt-5.4,6546,health,8,B,B,0.9703541735770107,0.06540129781771951,0.9345987021822805,1,available,2,medium
gpt-5.4,6547,health,6,B,B,0.9994012718385777,0.003351537182983397,0.9966484628170166,1,available,2,medium
gpt-5.4,6551,health,10,G,G,0.9999084514564487,0.0004968216482958382,0.9995031783517042,1,available,1,hard
gpt-5.4,6565,health,10,D,D,0.9999885559736865,7.244017911991883e-05,0.9999275598208801,1,available,1,hard
gpt-5.4,6576,health,4,A,A,0.9999999999990001,2.144453826848952e-11,0.9999999999785555,1,available,5,easy
gpt-5.4,6579,health,10,H,D,0.9623915516081071,0.07061094383940587,0.9293890561605941,0,available,0,hard
gpt-5.4,6592,health,10,J,J,0.9999465956643434,0.00030231921399712834,0.9996976807860029,1,available,0,hard
gpt-5.4,6596,health,10,D,A,0.45051012581846883,0.45637545805363333,0.5436245419463667,0,available,1,hard
gpt-5.4,6597,health,10,B,B,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,2,medium
gpt-5.4,6606,health,9,C,C,0.9999542246805344,0.00027231519074926087,0.9997276848092508,1,available,2,medium
gpt-5.4,6634,health,10,I,C,0.8366443822381096,0.23415486481328382,0.7658451351867162,0,available,0,hard
gpt-5.4,6637,health,5,C,C,0.9999999999990001,1.8649993560821952e-11,0.99999999998135,1,available,3,medium
gpt-5.4,6639,health,10,B,G,0.7307676894954539,0.25463205545449275,0.7453679445455073,0,available,2,medium
gpt-5.4,6640,health,4,C,B,0.999870308703612,0.0010336522577477575,0.9989663477422522,0,available,0,hard
gpt-5.4,6641,health,4,A,C,0.9999847413273522,0.00014516839884043474,0.9998548316011595,0,available,1,hard
gpt-5.4,6644,health,10,E,D,0.9619841310728552,0.07236503473855863,0.9276349652614414,0,available,0,hard
gpt-5.4,6648,health,10,B,B,0.9999999999990001,1.3388050253075553e-11,0.9999999999866119,1,available,5,easy
gpt-5.4,6661,health,10,F,F,0.9999999999990001,1.3388002495286502e-11,0.999999999986612,1,available,1,hard
gpt-5.4,6663,health,10,D,D,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,6678,health,10,E,E,0.9999999999990001,1.338819352749788e-11,0.9999999999866118,1,available,4,easy
gpt-5.4,6682,health,10,H,H,0.9888172692853654,0.03732294215983916,0.9626770578401609,1,available,0,hard
gpt-5.4,6684,health,4,D,D,0.9999999999989999,2.1444999864899318e-11,0.999999999978555,1,available,3,medium
gpt-5.4,6691,health,10,J,J,0.9999999999990001,1.3387858304926658e-11,0.9999999999866122,1,available,0,hard
gpt-5.4,6699,health,10,F,F,0.9999999999989999,1.3388527840638595e-11,0.9999999999866115,1,available,4,easy
gpt-5.4,6702,health,10,E,E,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,0,hard
gpt-5.4,6710,health,10,E,E,0.9994737103163693,0.0024562980703969487,0.9975437019296031,1,available,4,easy
gpt-5.4,6740,health,7,G,G,0.9992602225008705,0.0038019136206504287,0.9961980863793496,1,available,0,hard
gpt-5.4,6753,health,10,I,I,0.9999732974756592,0.00015919988598265262,0.9998408001140173,1,available,0,hard
gpt-5.4,6754,health,4,B,B,0.9999580392104566,0.0003685883153039577,0.999631411684696,1,available,2,medium
gpt-5.4,6756,health,10,J,J,0.9999999999989999,1.3388431864717567e-11,0.9999999999866116,1,available,1,hard
gpt-5.4,6758,health,4,A,A,0.9999999999989999,2.1444919779236722e-11,0.999999999978555,1,available,3,medium
gpt-5.4,6760,health,10,I,I,0.9999999999990001,1.3388144853243731e-11,0.9999999999866118,1,available,3,medium
gpt-5.4,6792,health,10,A,A,0.9974854665536252,0.010026785329509326,0.9899732146704907,1,available,3,medium
gpt-5.4,6804,health,10,B,B,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,3,medium
gpt-5.4,6814,health,10,H,D,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,0,available,0,hard
gpt-5.4,6847,economics,10,D,D,0.9999771120783387,0.00013798957827451265,0.9998620104217255,1,available,5,easy
gpt-5.4,6857,economics,10,A,A,0.9999999999989999,1.338833680350299e-11,0.9999999999866117,1,available,5,easy
gpt-5.4,6858,economics,10,C,C,0.9999999999989999,1.338833680350299e-11,0.9999999999866117,1,available,5,easy
gpt-5.4,6871,economics,10,C,C,0.9999542246805344,0.0002621962540355227,0.9997378037459644,1,available,3,medium
gpt-5.4,6886,economics,10,J,J,0.9999580392104566,0.00024193266247142872,0.9997580673375286,1,available,0,hard
gpt-5.4,6899,economics,10,I,I,0.9999465956643434,0.00030231921399712834,0.9996976807860029,1,available,0,hard
gpt-5.4,6923,economics,10,B,B,0.4617481826477706,0.5776776150879424,0.42232238491205765,1,available,0,hard
gpt-5.4,6932,economics,10,I,I,0.9988486247674633,0.004982081220951354,0.9950179187790487,1,available,1,hard
gpt-5.4,6945,economics,10,D,J,0.5330119548097446,0.534606158519618,0.465393841480382,0,available,0,hard
gpt-5.4,6950,economics,10,J,J,0.9999999999989999,1.3388288587129665e-11,0.9999999999866117,1,available,2,medium
gpt-5.4,6960,economics,9,D,D,0.9999389667063572,0.00035509307680625906,0.9996449069231937,1,available,5,easy
gpt-5.4,6962,economics,4,C,C,0.9999999999990001,2.1444469536733234e-11,0.9999999999785555,1,available,0,hard
gpt-5.4,6974,economics,10,A,A,0.9999961853100103,2.5966888160044508e-05,0.99997403311184,1,available,3,medium
gpt-5.4,6980,economics,10,G,G,0.9999694828875314,0.00018017263304289201,0.9998198273669571,1,available,1,hard
gpt-5.4,6985,economics,4,B,B,0.6737568318011735,0.4865658483328789,0.513434151667121,1,available,0,hard
gpt-5.4,6990,economics,10,D,D,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,2,medium
gpt-5.4,6993,economics,4,D,D,0.9999999999990001,2.1444767174096123e-11,0.9999999999785553,1,available,2,medium
gpt-5.4,7007,economics,10,B,B,0.9999465956643434,0.0003023192139971766,0.9996976807860029,1,available,5,easy
gpt-5.4,7013,economics,9,B,B,0.9999999999990001,1.397622531714773e-11,0.9999999999860237,1,available,5,easy
gpt-5.4,7029,economics,4,A,A,0.9999999999990001,2.144453826848952e-11,0.9999999999785555,1,available,5,easy
gpt-5.4,7032,economics,10,C,C,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,4,easy
gpt-5.4,7040,economics,10,I,I,0.9999580392104566,0.00024193266247142872,0.9997580673375286,1,available,1,hard
gpt-5.4,7041,economics,10,A,A,0.9999694828875314,0.00018017263304289201,0.9998198273669571,1,available,2,medium
gpt-5.4,7045,economics,10,E,C,0.9999999999990001,1.3388241285990387e-11,0.9999999999866117,0,available,0,hard
gpt-5.4,7046,economics,10,I,F,0.9999999999990001,1.3388145769181243e-11,0.9999999999866118,0,available,0,hard
gpt-5.4,7057,economics,10,G,G,0.9999847413273524,9.468032198596108e-05,0.999905319678014,1,available,0,hard
gpt-5.4,7073,economics,10,E,E,0.9167838535520698,0.1430411496143206,0.8569588503856794,1,available,0,hard
gpt-5.4,7087,economics,10,B,B,0.9999999999990001,1.3388241285990387e-11,0.9999999999866117,1,available,4,easy
gpt-5.4,7089,economics,10,H,H,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,3,medium
gpt-5.4,7094,economics,10,I,I,0.9999999999989999,1.3388431864717564e-11,0.9999999999866116,1,available,2,medium
gpt-5.4,7102,economics,7,F,F,0.9999999999990001,1.5633537868258946e-11,0.9999999999843665,1,available,2,medium
gpt-5.4,7104,economics,10,J,E,0.9497037125021817,0.12803481133139627,0.8719651886686037,0,available,0,hard
gpt-5.4,7106,economics,8,C,C,0.9999885559736865,7.883060156272425e-05,0.9999211693984372,1,available,5,easy
gpt-5.4,7108,economics,10,H,H,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,2,medium
gpt-5.4,7110,economics,10,I,I,0.9999999999990001,1.3388097094751227e-11,0.9999999999866119,1,available,1,hard
gpt-5.4,7117,economics,10,J,J,0.9999465956643434,0.00030231921399712834,0.9996976807860029,1,available,0,hard
gpt-5.4,7119,economics,10,J,J,0.9999656683139551,0.00020093767322625045,0.9997990623267737,1,available,4,easy
gpt-5.4,7120,economics,4,D,D,0.9999999999989999,2.1445228774714536e-11,0.9999999999785548,1,available,1,hard
gpt-5.4,7130,economics,5,E,E,0.9999923706345724,6.717037927828168e-05,0.9999328296207217,1,available,1,hard
gpt-5.4,7146,economics,10,D,D,0.9999656683139551,0.0002009376732262986,0.9997990623267737,1,available,5,easy
gpt-5.4,7150,economics,10,H,H,0.9999008227894783,0.0005347737904696722,0.9994652262095304,1,available,0,hard
gpt-5.4,7153,economics,10,C,C,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,5,easy
gpt-5.4,7158,economics,10,G,G,0.9999999999990001,1.3387810547489334e-11,0.9999999999866122,1,available,0,hard
gpt-5.4,7174,economics,10,D,D,0.9988791076735346,0.004863248721573323,0.9951367512784267,1,available,2,medium
gpt-5.4,7180,economics,10,I,I,0.997044172008837,0.011578614780729947,0.98842138521927,1,available,1,hard
gpt-5.4,7181,economics,10,D,D,0.9999999999990001,1.3388050253075553e-11,0.9999999999866119,1,available,1,hard
gpt-5.4,7196,economics,10,B,A,0.9911624819366189,0.030403553928342028,0.969596446071658,0,available,0,hard
gpt-5.4,7221,economics,10,E,E,0.9996491094280641,0.0016994644782016195,0.9983005355217984,1,available,3,medium
gpt-5.4,7222,economics,4,C,C,0.9999999999989999,2.1444999864899318e-11,0.999999999978555,1,available,0,hard
gpt-5.4,7225,economics,10,H,F,0.9946964258856805,0.01942600896984406,0.980573991030156,0,available,0,hard
gpt-5.4,7228,economics,10,C,C,0.9999961853100103,2.5966888160044508e-05,0.99997403311184,1,available,3,medium
gpt-5.4,7231,economics,10,J,J,0.9999999999990001,1.338804933643459e-11,0.9999999999866119,1,available,1,hard
gpt-5.4,7234,economics,10,A,A,0.9997558891748973,0.0012207730783723755,0.9987792269216276,1,available,2,medium
gpt-5.4,7241,economics,10,I,I,0.9999999999989999,1.3388288587129662e-11,0.9999999999866117,1,available,2,medium
gpt-5.4,7244,economics,10,G,G,0.9999999999990001,1.3388241285990387e-11,0.9999999999866117,1,available,1,hard
gpt-5.4,7248,economics,10,A,D,0.4236350590959777,0.6102625393460998,0.38973746065390025,0,available,2,medium
gpt-5.4,7259,economics,10,C,C,0.9999961853100103,2.5966888160044508e-05,0.99997403311184,1,available,5,easy
gpt-5.4,7260,economics,10,G,G,0.9810062158931828,0.05899041380262818,0.9410095861973719,1,available,1,hard
gpt-5.4,7267,economics,10,I,I,0.9897380751576909,0.0346347367545837,0.9653652632454163,1,available,0,hard
gpt-5.4,7300,economics,10,G,I,0.9889757075957052,0.03686284733905825,0.9631371526609418,0,available,0,hard
gpt-5.4,7301,economics,9,H,H,0.9999999999990001,1.3976374847269539e-11,0.9999999999860236,1,available,0,hard
gpt-5.4,7303,economics,9,E,A,0.9997711443555115,0.0011938175769008576,0.9988061824230992,0,available,0,hard
gpt-5.4,7304,economics,10,C,C,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,3,medium
gpt-5.4,7306,economics,4,A,B,0.9999999999990001,2.144453826848952e-11,0.9999999999785555,0,available,0,hard
gpt-5.4,7312,economics,4,A,D,0.996804585233817,0.018078268590066737,0.9819217314099332,0,available,3,medium
gpt-5.4,7317,economics,10,F,C,0.9943853283543282,0.020426125641907163,0.9795738743580928,0,available,0,hard
gpt-5.4,7325,economics,10,C,C,0.9999999999990001,1.3388241285990387e-11,0.9999999999866117,1,available,4,easy
gpt-5.4,7332,economics,10,G,G,0.9999389667063572,0.00034196691561927997,0.9996580330843807,1,available,0,hard
gpt-5.4,7336,economics,10,D,D,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,5,easy
gpt-5.4,7343,economics,10,H,H,0.8156377612414448,0.21520973517134612,0.7847902648286539,1,available,0,hard
gpt-5.4,7352,economics,10,F,F,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,0,hard
gpt-5.4,7355,economics,4,A,A,0.9999999999990001,2.1444767174096123e-11,0.9999999999785553,1,available,5,easy
gpt-5.4,7368,economics,4,C,C,0.9999580392104566,0.0003685883153039577,0.999631411684696,1,available,2,medium
gpt-5.4,7388,economics,10,A,A,0.9999999999990001,1.338819352749788e-11,0.9999999999866118,1,available,5,easy
gpt-5.4,7398,economics,10,F,F,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,3,medium
gpt-5.4,7400,economics,10,C,C,0.9999389667063572,0.00034196691561927997,0.9996580330843807,1,available,5,easy
gpt-5.4,7408,economics,10,A,A,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,3,medium
gpt-5.4,7409,economics,10,C,C,0.9999961853100103,2.5966888160044508e-05,0.99997403311184,1,available,5,easy
gpt-5.4,7412,economics,10,J,J,0.9999999999990001,1.338809709475123e-11,0.9999999999866119,1,available,2,medium
gpt-5.4,7413,economics,10,F,F,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,5,easy
gpt-5.4,7429,economics,10,E,E,0.9999771120783387,0.00013798957827451265,0.9998620104217255,1,available,1,hard
gpt-5.4,7430,economics,10,H,H,0.9999999999990001,1.3388098011040466e-11,0.9999999999866119,1,available,0,hard
gpt-5.4,7435,economics,10,F,C,0.9999999999989999,1.3388384562523091e-11,0.9999999999866116,0,available,0,hard
gpt-5.4,7441,economics,6,E,E,0.9999656683139551,0.0002469619339818845,0.9997530380660181,1,available,4,easy
gpt-5.4,7445,economics,10,I,I,0.9999885559736865,7.244017911991883e-05,0.9999275598208801,1,available,2,medium
gpt-5.4,7451,economics,4,B,A,0.9395134083127845,0.16672682212314432,0.8332731778768556,0,available,5,easy
gpt-5.4,7459,economics,10,C,C,0.9999465956643434,0.0003023192139971766,0.9996976807860029,1,available,1,hard
gpt-5.4,7470,economics,10,E,E,0.9999580392104566,0.0002419326624713805,0.9997580673375286,1,available,5,easy
gpt-5.4,7490,economics,6,A,A,0.9999999999990001,1.6876483419732326e-11,0.9999999999831235,1,available,1,hard
gpt-5.4,7492,economics,10,I,I,0.9999999999990001,1.3388097094751227e-11,0.9999999999866119,1,available,0,hard
gpt-5.4,7500,economics,10,H,H,0.9999465956643434,0.0003023192139971766,0.9996976807860029,1,available,0,hard
gpt-5.4,7515,economics,4,C,D,0.7310353536238929,0.4202335741581993,0.5797664258418007,0,available,4,easy
gpt-5.4,7517,economics,4,B,B,0.9999999999990001,2.1444767174096123e-11,0.9999999999785553,1,available,4,easy
gpt-5.4,7546,economics,10,A,A,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,4,easy
gpt-5.4,7558,economics,4,C,C,0.9999923706345724,7.639915902117773e-05,0.9999236008409789,1,available,0,hard
gpt-5.4,7565,economics,10,D,D,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,7572,economics,10,E,E,0.9999999999990001,1.3387954737673313e-11,0.999999999986612,1,available,1,hard
gpt-5.4,7582,economics,10,E,D,0.9696955111040854,0.06184096408902301,0.938159035910977,0,available,0,hard
gpt-5.4,7622,economics,10,B,B,0.9999847413273524,9.468032198596108e-05,0.999905319678014,1,available,2,medium
gpt-5.4,7628,economics,4,B,B,0.9999999999989999,2.1445148689051947e-11,0.9999999999785548,1,available,4,easy
gpt-5.4,7633,economics,9,C,C,0.9999961853100103,2.7007555091902918e-05,0.9999729924449081,1,available,5,easy
gpt-5.4,7646,economics,10,J,J,0.9999999999990001,1.3387762790227864e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,7656,economics,10,J,J,0.9999999999990001,1.338809709475123e-11,0.9999999999866119,1,available,1,hard
gpt-5.4,7674,economics,10,A,A,0.9999351522491906,0.0003616317823807432,0.9996383682176193,1,available,4,easy
gpt-5.4,7683,economics,8,A,A,0.9999656683139551,0.00021835095329229755,0.9997816490467077,1,available,5,easy
gpt-5.4,7697,math,8,A,A,0.9999542246805344,0.00028480011381410873,0.9997151998861858,1,available,3,medium
gpt-5.4,7699,math,10,E,E,0.9999999999990001,1.3387715033142256e-11,0.9999999999866123,1,available,1,hard
gpt-5.4,7703,math,10,B,B,0.9817437145925783,0.057016860823729254,0.9429831391762707,1,available,3,medium
gpt-5.4,7704,math,10,F,F,0.9991877994959547,0.0036376002222337,0.9963623997777663,1,available,0,hard
gpt-5.4,7706,math,10,J,J,0.9999999999990001,1.33879538203289e-11,0.999999999986612,1,available,0,hard
gpt-5.4,7708,math,10,B,B,0.9999999999989999,1.3388480081090894e-11,0.9999999999866115,1,available,4,easy
